doors,class,buying,maint,safety,persons,repaired_weights
1,0,2,2,2,1,2.000997810357746
3,0,2,2,2,1,3.00151453515273
0,0,2,2,2,1,1.9964215058235089
2,0,2,2,2,1,2.001312411496371
1,2,2,0,2,0,2.000997850434535
3,2,2,0,2,0,3.0012298324250244
0,2,2,0,2,0,1.000533593916348
2,2,2,0,2,0,2.000997840522954
1,0,1,0,2,2,1.820685991863546
3,0,1,0,2,2,2.768437177494549
0,0,1,0,2,2,2.6875097313329745
2,0,1,0,2,2,2.760564053388489
1,2,1,0,2,2,0.18056499911628404
3,2,1,0,2,2,0.2745574243673621
0,2,1,0,2,2,0.2665315130844993
2,2,1,0,2,2,0.27377661391811037
1,1,2,1,0,1,0.9988837336471456
3,1,2,1,0,1,0.9986767038067036
0,1,2,1,0,1,1.4931267174255842
2,1,2,1,0,1,1.4986531948044821
1,3,2,1,0,1,1.0027281860260389
3,3,2,1,0,1,1.0025203593797867
0,3,2,1,0,1,1.498873386800044
2,3,2,1,0,1,1.504421134201058
1,2,3,1,0,0,3.0014359140919655
3,2,3,1,0,0,3.0014359140919655
0,2,3,1,0,0,3.0014359140919655
2,2,3,1,0,0,3.0014359140919655
1,0,0,0,2,1,0.8884981204269359
3,0,0,0,2,1,0.8875879186456113
0,0,0,0,2,1,1.3357416800466326
2,0,0,0,2,1,0.8866123528142156
1,2,0,0,2,1,1.1059884586202358
3,2,0,0,2,1,1.1048554537865543
0,2,0,0,2,1,1.6627101936014321
2,2,0,0,2,1,1.103641084813405
1,2,2,3,1,1,1.000533593916348
3,2,2,3,1,1,0.9985288217007019
0,2,2,3,1,1,2.0013817999519907
2,2,2,3,1,1,0.9989625575870938
1,0,2,1,2,1,0.9995439377811959
3,0,2,1,2,1,0.9998862803980818
0,0,2,1,2,1,1.492138257239857
2,0,2,1,2,1,1.499308684545129
1,1,2,1,2,1,0.999583331346707
3,1,2,1,2,1,0.9999256874558424
0,1,2,1,2,1,1.492197064705908
2,1,2,1,2,1,1.49936777460876
1,2,0,2,1,1,3.0030056193626407
3,2,0,2,1,1,1.999211552907062
0,2,0,2,1,1,3.002555354508009
2,2,0,2,1,1,2.000997840522953
1,2,3,2,2,0,3.0014359140919655
3,2,3,2,2,0,1.9937387116314593
0,2,3,2,2,0,1.0006507368191202
2,2,3,2,2,0,2.000997731229291
1,2,3,3,1,2,3.0014359140919655
