doors,class,buying,maint,safety,persons,repaired_weights
1,0,2,2,2,1,2.000997810357746
3,0,2,2,2,1,3.0015145351527286
0,0,2,2,2,1,1.9964215058235084
2,0,2,2,2,1,2.001312411496371
1,2,2,0,2,0,2.000997850434535
3,2,2,0,2,0,3.0012298324250244
0,2,2,0,2,0,1.0005335939163478
2,2,2,0,2,0,2.0009978405229534
1,0,1,0,2,2,1.8206859918635465
3,0,1,0,2,2,2.76843717749455
0,0,1,0,2,2,2.6875097313329745
2,0,1,0,2,2,2.76056405338849
1,2,1,0,2,2,0.18056499911628413
3,2,1,0,2,2,0.2745574243673622
0,2,1,0,2,2,0.2665315130844993
2,2,1,0,2,2,0.2737766139181106
1,1,2,1,0,1,0.9988837336471456
3,1,2,1,0,1,0.9986767038067034
0,1,2,1,0,1,1.493126717425583
2,1,2,1,0,1,1.4986531948044812
1,3,2,1,0,1,1.0027281860260397
3,3,2,1,0,1,1.0025203593797873
0,3,2,1,0,1,1.498873386800044
2,3,2,1,0,1,1.5044211342010583
1,2,3,1,0,0,3.0014359140919655
3,2,3,1,0,0,3.001435914091965
0,2,3,1,0,0,3.001435914091965
2,2,3,1,0,0,3.0014359140919655
1,0,0,0,2,1,0.8884981204269362
3,0,0,0,2,1,0.8875879186456119
0,0,0,0,2,1,1.3357416800466333
2,0,0,0,2,1,0.8866123528142157
1,2,0,0,2,1,1.1059884586202355
3,2,0,0,2,1,1.1048554537865545
0,2,0,0,2,1,1.6627101936014317
2,2,0,0,2,1,1.1036410848134046
1,2,2,3,1,1,1.0005335939163478
3,2,2,3,1,1,0.9985288217007019
0,2,2,3,1,1,2.001381799951991
2,2,2,3,1,1,0.9989625575870935
1,0,2,1,2,1,0.9995439377811957
3,0,2,1,2,1,0.9998862803980814
0,0,2,1,2,1,1.4921382572398572
2,0,2,1,2,1,1.499308684545129
1,1,2,1,2,1,0.9995833313467066
3,1,2,1,2,1,0.9999256874558418
0,1,2,1,2,1,1.4921970647059084
2,1,2,1,2,1,1.49936777460876
1,2,0,2,1,1,3.0030056193626407
3,2,0,2,1,1,1.999211552907062
0,2,0,2,1,1,3.002555354508008
2,2,0,2,1,1,2.000997840522953
1,2,3,2,2,0,3.0014359140919655
3,2,3,2,2,0,1.9937387116314593
0,2,3,2,2,0,1.00065073681912
2,2,3,2,2,0,2.0009977312292913
1,2,3,3,1,2,3.0014359140919655
3,2,3,3,1,2,3.0014359140919553
0,2,3,3,1,2,3.0014359140919655
2,2,3,3,1,2,2.000997840522954
1,0,3,1,2,1,1.3661752666358782
3,0,3,1,2,1,1.3519999022279872
0,0,3,1,2,1,1.3597986480372455
2,0,3,1,2,1,0.9091141909322066
1,2,3,1,2,1,1.6485562851938158
3,2,3,1,2,1,1.631450949838795
0,2,3,1,2,1,1.6408616541125889
2,2,3,1,2,1,1.0970231638805021
1,2,2,1,1,0,3.0014359140919655
3,2,2,1,1,0,3.0014359140919655
0,2,2,1,1,0,2.000997840522954
2,2,2,1,1,0,2.000997840522954
1,0,1,1,2,2,0.6687760125461615
3,0,1,1,2,2,0.4462551312554609
0,0,1,1,2,2,0.6655715225418146
2,0,1,1,2,2,0.22385158414933015
1,2,1,1,2,2,0.33294221949086605
3,2,1,1,2,2,0.22216283340324727
0,2,1,1,2,2,0.33134690208358997
2,2,1,1,2,2,0.11144186075017161
1,1,1,1,2,2,2.002529838836482
3,1,1,1,2,2,1.3362309641918695
0,1,1,1,2,2,1.992934568175492
2,1,1,1,2,2,0.6702834257215647
1,0,1,3,2,1,1.5009812878565998
3,0,1,3,2,1,1.501664795982508
0,0,1,3,2,1,1.50195127045382
2,0,1,3,2,1,1.5010204749863354
1,2,1,3,2,1,1.4977323698100848
3,2,1,3,2,1,1.4984143984625953
0,2,1,3,2,1,1.4987002528515074
2,2,1,3,2,1,1.4977714721181279
1,0,0,1,0,2,2.733588777383798
3,0,0,1,0,2,2.7625881013010045
0,0,0,1,0,2,2.6900012187523927
2,0,0,1,0,2,1.84995970872408
1,2,0,1,0,2,0.2707365525874278
3,2,0,1,0,2,0.2736086659973404
0,2,0,1,0,2,0.2664196101646311
2,2,0,1,0,2,0.18322130896547775
1,0,2,0,2,2,1.3969598617597885
3,0,2,0,2,2,1.4061821276370696
0,0,2,0,2,2,2.079062398409935
2,0,2,0,2,2,2.092661079054569
1,2,2,0,2,2,0.6009868849857011
3,2,2,0,2,2,0.6049544011569353
0,2,2,0,2,2,0.8944345995290597
2,2,2,0,2,2,0.9002848955499052
1,2,3,0,2,2,3.001435886261576
3,2,3,0,2,2,2.990298842861075
0,2,3,0,2,2,2.0011733128686635
2,2,3,0,2,2,3.0014358745081364
1,2,3,2,1,2,2.000997831955813
3,2,3,2,1,2,1.9928192226635175
0,2,3,2,1,2,3.0071044675472005
2,2,3,2,1,2,3.001415901814568
1,0,3,2,2,1,1.7932070886029292
3,0,3,2,2,1,1.1992762852761074
0,0,3,2,2,1,1.7872098113839527
2,0,3,2,2,1,1.2002373754031932
1,2,3,2,2,1,1.2021192590038616
3,2,3,2,2,1,0.8039635402736512
0,2,3,2,2,1,1.1980988407865025
2,2,3,2,2,1,0.8046078300262132
1,0,1,3,2,2,1.4230902288974443
3,0,1,3,2,2,1.438726404830987
0,0,1,3,2,2,0.7151262790657882
2,0,1,3,2,2,1.4264739999896687
1,2,1,3,2,2,0.5671287669264012
3,2,1,3,2,2,0.5733600831118162
0,2,1,3,2,2,0.2849915462897002
2,2,1,3,2,2,0.5684772646450464
1,2,0,3,2,0,3.0014359140919655
3,2,0,3,2,0,3.0014359140919655
0,2,0,3,2,0,3.0014359140919655
2,2,0,3,2,0,3.0014359140919655
1,0,0,2,2,1,1.6290358632399506
3,0,0,2,2,1,1.634772433056044
0,0,0,2,2,1,1.0857758119184644
2,0,0,2,2,1,1.6317837557816306
1,2,0,2,2,1,1.3671035581346962
3,2,0,2,2,1,1.3719177461977334
0,2,0,2,2,1,0.9111941666269381
2,2,0,2,2,1,1.3694096176609925
1,2,1,3,1,1,3.0014359140919655
3,2,1,3,1,1,2.9974592883136286
0,2,1,3,1,1,3.002802224485001
2,2,1,3,1,1,3.0014359140919638
1,2,0,1,1,2,3.0014358934721654
3,2,0,1,1,2,2.9925320774541033
0,2,0,1,1,2,3.004358525315702
2,2,0,1,1,2,2.998838945092508
3,0,2,3,0,1,3.0014359141174434
0,0,2,3,0,1,3.001349567123137
2,0,2,3,0,1,3.0014124739817043
1,2,2,0,1,1,3.0014359250690688
3,2,2,0,1,1,1.000450614683875
0,2,2,0,1,1,3.0014359140919655
2,2,2,0,1,1,3.0014359140919655
1,2,1,2,2,0,3.0014359140919655
3,2,1,2,2,0,2.000997840522954
