doors,class,buying,maint,safety,persons,repaired_weights
1,0,2,2,2,1,2.000997810357746
3,0,2,2,2,1,3.0015145351527286
0,0,2,2,2,1,1.9964215058235086
2,0,2,2,2,1,2.001312411496371
1,2,2,0,2,0,2.000997850434535
3,2,2,0,2,0,3.001229832425024
0,2,2,0,2,0,1.000533593916348
2,2,2,0,2,0,2.000997840522954
1,0,1,0,2,2,1.820685991863546
3,0,1,0,2,2,2.768437177494549
0,0,1,0,2,2,2.6875097313329745
2,0,1,0,2,2,2.76056405338849
1,2,1,0,2,2,0.18056499911628407
3,2,1,0,2,2,0.27455742436736214
0,2,1,0,2,2,0.26653151308449935
2,2,1,0,2,2,0.2737766139181106
1,1,2,1,0,1,0.998883733647146
3,1,2,1,0,1,0.9986767038067039
0,1,2,1,0,1,1.4931267174255838
2,1,2,1,0,1,1.4986531948044821
1,3,2,1,0,1,1.0027281860260393
3,3,2,1,0,1,1.002520359379787
0,3,2,1,0,1,1.498873386800043
2,3,2,1,0,1,1.5044211342010576
1,2,3,1,0,0,3.0014359140919655
3,2,3,1,0,0,3.0014359140919655
0,2,3,1,0,0,3.0014359140919655
2,2,3,1,0,0,3.0014359140919655
1,0,0,0,2,1,0.8884981204269361
3,0,0,0,2,1,0.8875879186456115
0,0,0,0,2,1,1.3357416800466326
2,0,0,0,2,1,0.8866123528142159
1,2,0,0,2,1,1.1059884586202358
3,2,0,0,2,1,1.1048554537865547
0,2,0,0,2,1,1.6627101936014317
2,2,0,0,2,1,1.1036410848134055
1,2,2,3,1,1,1.000533593916348
3,2,2,3,1,1,0.9985288217007019
0,2,2,3,1,1,2.0013817999519907
2,2,2,3,1,1,0.9989625575870937
1,0,2,1,2,1,0.9995439377811958
3,0,2,1,2,1,0.9998862803980815
0,0,2,1,2,1,1.4921382572398572
2,0,2,1,2,1,1.4993086845451291
1,1,2,1,2,1,0.9995833313467067
3,1,2,1,2,1,0.9999256874558421
0,1,2,1,2,1,1.4921970647059084
2,1,2,1,2,1,1.4993677746087604
1,2,0,2,1,1,3.003005619362641
3,2,0,2,1,1,1.9992115529070613
0,2,0,2,1,1,3.0025553545080084
2,2,0,2,1,1,2.000997840522953
1,2,3,2,2,0,3.0014359140919655
3,2,3,2,2,0,1.9937387116314587
0,2,3,2,2,0,1.00065073681912
2,2,3,2,2,0,2.0009977312292913
1,2,3,3,1,2,3.0014359140919655
3,2,3,3,1,2,3.0014359140919553
0,2,3,3,1,2,3.0014359140919664
2,2,3,3,1,2,2.000997840522954
1,0,3,1,2,1,1.3661752666358777
3,0,3,1,2,1,1.3519999022279872
0,0,3,1,2,1,1.3597986480372457
2,0,3,1,2,1,0.909114190932206
1,2,3,1,2,1,1.6485562851938151
3,2,3,1,2,1,1.6314509498387952
0,2,3,1,2,1,1.6408616541125893
2,2,3,1,2,1,1.0970231638805017
1,2,2,1,1,0,3.0014359140919655
3,2,2,1,1,0,3.0014359140919655
0,2,2,1,1,0,2.000997840522954
2,2,2,1,1,0,2.000997840522954
1,0,1,1,2,2,0.668776012546162
3,0,1,1,2,2,0.44625513125546107
0,0,1,1,2,2,0.6655715225418148
2,0,1,1,2,2,0.22385158414933026
1,2,1,1,2,2,0.3329422194908662
3,2,1,1,2,2,0.22216283340324733
0,2,1,1,2,2,0.3313469020835901
2,2,1,1,2,2,0.11144186075017165
1,1,1,1,2,2,2.0025298388364825
3,1,1,1,2,2,1.3362309641918695
0,1,1,1,2,2,1.9929345681754922
2,1,1,1,2,2,0.6702834257215649
1,0,1,3,2,1,1.5009812878565996
3,0,1,3,2,1,1.501664795982508
0,0,1,3,2,1,1.50195127045382
2,0,1,3,2,1,1.5010204749863363
1,2,1,3,2,1,1.497732369810084
3,2,1,3,2,1,1.4984143984625946
0,2,1,3,2,1,1.4987002528515065
2,2,1,3,2,1,1.497771472118128
1,0,0,1,0,2,2.733588777383799
3,0,0,1,0,2,2.762588101301006
0,0,0,1,0,2,2.690001218752394
2,0,0,1,0,2,1.8499597087240813
1,2,0,1,0,2,0.27073655258742785
3,2,0,1,0,2,0.2736086659973405
0,2,0,1,0,2,0.26641961016463117
2,2,0,1,0,2,0.18322130896547786
1,0,2,0,2,2,1.3969598617597883
3,0,2,0,2,2,1.4061821276370698
0,0,2,0,2,2,2.0790623984099357
2,0,2,0,2,2,2.09266107905457
1,2,2,0,2,2,0.6009868849857009
3,2,2,0,2,2,0.6049544011569353
0,2,2,0,2,2,0.89443459952906
2,2,2,0,2,2,0.9002848955499055
1,2,3,0,2,2,3.001435886261576
3,2,3,0,2,2,2.9902988428610744
0,2,3,0,2,2,2.0011733128686635
2,2,3,0,2,2,3.0014358745081364
1,2,3,2,1,2,2.0009978319558135
3,2,3,2,1,2,1.9928192226635182
0,2,3,2,1,2,3.0071044675472005
2,2,3,2,1,2,3.001415901814568
1,0,3,2,2,1,1.7932070886029292
3,0,3,2,2,1,1.1992762852761076
0,0,3,2,2,1,1.7872098113839527
2,0,3,2,2,1,1.2002373754031932
1,2,3,2,2,1,1.2021192590038616
3,2,3,2,2,1,0.8039635402736515
0,2,3,2,2,1,1.1980988407865025
2,2,3,2,2,1,0.8046078300262133
1,0,1,3,2,2,1.4230902288974439
3,0,1,3,2,2,1.438726404830987
0,0,1,3,2,2,0.7151262790657882
2,0,1,3,2,2,1.4264739999896692
1,2,1,3,2,2,0.5671287669264012
3,2,1,3,2,2,0.5733600831118161
0,2,1,3,2,2,0.2849915462897002
2,2,1,3,2,2,0.5684772646450466
1,2,0,3,2,0,3.0014359140919655
3,2,0,3,2,0,3.0014359140919655
0,2,0,3,2,0,3.0014359140919655
2,2,0,3,2,0,3.0014359140919655
1,0,0,2,2,1,1.6290358632399506
3,0,0,2,2,1,1.634772433056044
0,0,0,2,2,1,1.0857758119184648
2,0,0,2,2,1,1.6317837557816315
1,2,0,2,2,1,1.367103558134696
3,2,0,2,2,1,1.371917746197733
0,2,0,2,2,1,0.9111941666269382
2,2,0,2,2,1,1.3694096176609927
1,2,1,3,1,1,3.0014359140919655
3,2,1,3,1,1,2.9974592883136286
0,2,1,3,1,1,3.0028022244850003
2,2,1,3,1,1,3.0014359140919638
1,2,0,1,1,2,3.0014358934721654
3,2,0,1,1,2,2.992532077454104
0,2,0,1,1,2,3.0043585253157032
2,2,0,1,1,2,2.998838945092508
3,0,2,3,0,1,3.0014359141174434
0,0,2,3,0,1,3.001349567123137
2,0,2,3,0,1,3.0014124739817043
1,2,2,0,1,1,3.0014359250690688
3,2,2,0,1,1,1.000450614683875
0,2,2,0,1,1,3.0014359140919655
2,2,2,0,1,1,3.0014359140919655
1,2,1,2,2,0,3.0014359140919655
3,2,1,2,2,0,2.0009978405229543
0,2,1,2,2,0,1.000533593916348
