doors,class,buying,maint,safety,persons,repaired_weights
0,0,2,2,2,1,3.0021312416654626
1,0,2,2,2,1,6.004054404635351
1,2,2,0,2,0,5.003424279827066
2,2,2,0,2,0,3.0021312416654626
0,0,1,0,2,2,0.9215748573505136
1,0,1,0,2,2,8.162361883029991
2,0,1,0,2,2,0.8925018854285267
0,2,1,0,2,2,0.09213022076220873
1,2,1,0,2,2,0.8159947032263419
2,2,1,0,2,2,0.0892237836995845
1,1,2,1,0,1,3.4959555754916067
2,1,2,1,0,1,1.4983606490464887
1,3,2,1,0,1,3.4810515220493903
2,3,2,1,0,1,1.4919727969394259
1,2,3,1,0,0,8.005290728388514
2,2,3,1,0,0,4.002784081329396
1,0,0,0,2,1,3.1065515376404673
2,0,0,0,2,1,0.8896614059503525
1,2,0,0,2,1,3.8845927031572254
2,2,0,0,2,1,1.1124786323230509
1,2,2,3,1,1,4.002784081329397
2,2,2,3,1,1,1.0007653825055338
1,0,2,1,2,1,5.003424279754274
1,1,2,1,2,1,5.003424279827066
1,2,0,2,1,1,7.004676152239001
2,2,0,2,1,1,3.0021505751824273
1,2,3,2,2,0,4.002784081329397
2,2,3,2,2,0,4.002784081329397
1,2,3,3,1,2,7.004676152239009
2,2,3,3,1,2,4.002784081329397
0,0,3,1,2,1,0.44982212027853574
1,0,3,1,2,1,2.7033345961033386
2,0,3,1,2,1,1.805726644832989
0,2,3,1,2,1,0.5455688041288306
1,2,3,1,2,1,3.2787516581953415
2,2,3,1,2,1,2.19008377265903
1,2,2,1,1,0,5.003424279827066
2,2,2,1,1,0,5.003424279827066
0,0,1,1,2,2,0.2186708637230521
1,0,1,1,2,2,1.545365887975675
2,0,1,1,2,2,0.2179816541064656
0,2,1,1,2,2,0.10933250248313
1,2,1,1,2,2,0.7726622418176027
2,2,1,1,2,2,0.10898790690768893
0,1,1,1,2,2,0.6652107208324086
1,1,1,1,2,2,4.701101641012742
2,1,1,1,2,2,0.6631141012002898
0,0,1,3,2,1,2.0014540906546996
1,0,1,3,2,1,3.0018011631005823
2,0,1,3,2,1,1.000725382599019
0,2,1,3,2,1,1.988420223654979
1,2,1,3,2,1,2.9822528370599586
2,2,1,3,2,1,0.994208459927176
0,0,0,1,0,2,3.7052744918159384
1,0,0,1,0,2,5.4642788579963755
2,0,0,1,0,2,0.8961704943515426
0,2,0,1,0,2,0.36414308081967445
1,2,0,1,0,2,0.5370126672675823
2,2,0,1,0,2,0.08807290403819085
0,0,2,0,2,2,0.7030477971483818
1,0,2,0,2,2,5.579237039484494
2,0,2,0,2,2,0.6920601475853443
0,2,2,0,2,2,0.3012682264180935
1,2,2,0,2,2,2.3908002478199597
2,2,2,0,2,2,0.2965598272028674
1,2,3,0,2,2,5.003423667198892
2,2,3,0,2,2,6.0040544046353785
1,2,3,2,1,2,5.00342234526624
2,2,3,2,1,2,5.003446732456119
0,0,3,2,2,1,1.2036203080404357
1,0,3,2,2,1,4.794783690205752
0,2,3,2,2,1,0.802004062952725
1,2,3,2,2,1,3.1948912583446414
0,0,1,3,2,2,0.7188101037824585
1,0,1,3,2,2,3.563313834268736
2,0,1,3,2,2,0.7067694674019609
0,2,1,3,2,2,0.28750165719748894
1,2,1,3,2,2,1.4252145692947071
2,2,1,3,2,2,0.2826857776002357
1,2,0,3,2,0,8.005290728388514
2,2,0,3,2,0,4.002784081329397
0,0,0,2,2,1,0.5449762246416523
1,0,0,2,2,1,4.35109888323503
2,0,0,2,2,1,1.0860287609177304
0,2,0,2,2,1,0.4557339997801802
1,2,0,2,2,1,3.6385875343454757
2,2,0,2,2,1,0.9081868322141887
1,2,1,3,1,1,7.0046761504909965
2,2,1,3,1,1,5.003424282287942
1,2,0,1,1,2,8.005289510970737
2,2,0,1,1,2,4.002784081329397
0,0,2,3,0,1,4.0030441713544835
1,0,2,3,0,1,5.003424279827066
1,2,2,0,1,1,6.004054404635351
2,2,2,0,1,1,4.002784081329397
1,2,1,2,2,0,5.003424279827066
2,2,1,2,2,0,3.0021312416654626
1,2,3,2,1,0,3.0021312416654626
2,2,3,2,1,0,7.004676152239009
0,0,0,2,0,1,1.0007654083909718
1,0,0,2,0,1,10.006501770685315
0,0,2,3,2,2,1.1108465478660265
1,0,2,3,2,2,2.770652051424148
2,0,2,3,2,2,1.1059829449229972
0,2,2,3,2,2,0.8886621255907418
1,2,2,3,2,2,2.216483947329044
2,2,2,3,2,2,0.8847713094040371
1,0,2,1,2,2,3.64174214798708
2,0,2,1,2,2,0.35839756600875056
1,2,2,1,2,2,0.9014575923320972
2,2,2,1,2,2,0.08871583814095954
1,1,2,1,2,2,5.496045771522231
2,1,2,1,2,2,0.5408865721794757
1,2,1,1,1,1,6.004054404635351
2,2,1,1,1,1,2.0014614016359835
0,0,2,3,0,2,0.9025312436650174
1,0,2,3,0,2,6.217350519095527
2,0,2,3,0,2,0.8747325408209291
0,2,2,3,0,2,0.11215424763337269
1,2,2,3,0,2,0.7726073469883422
2,2,2,3,0,2,0.10869980478217364
1,2,1,3,1,2,4.002782038229349
2,2,1,3,1,2,5.003424284109291
1,2,2,0,0,0,3.0021312416654626
2,2,2,0,0,0,7.004676152239009
0,0,2,0,0,1,2.0014616006467674
1,0,2,0,0,1,9.005899034616075
1,2,2,1,1,1,5.003424279827066
2,2,2,1,1,1,5.003424279827066
1,2,0,3,1,1,3.0021312416654626
2,2,0,3,1,1,6.004054404635351
1,2,1,2,0,0,5.003424261490834
2,2,1,2,0,0,5.003423693971691
0,0,1,2,2,2,0.35951913744064723
1,0,1,2,2,2,3.249133077004609
2,0,1,2,2,2,0.35672059540835854
0,2,1,2,2,2,0.0898636567436085
1,2,1,2,2,2,0.8121375168643123
2,2,1,2,2,2,0.08916414677492523
0,1,1,2,2,2,0.5473171748669514
1,1,1,2,2,2,4.94634680404602
2,1,1,2,2,2,0.5430567893704727
1,2,3,0,1,2,6.004054404635351
2,2,3,0,1,2,5.003424279827066
1,2,3,0,0,1,7.004676152239009
2,2,3,0,0,1,4.002784081329397
1,2,2,2,1,0,4.002784081329397
2,2,2,2,1,0,3.002131241665463
1,2,3,3,2,1,4.002784081329397
2,2,3,3,2,1,6.004054404635352
1,2,1,2,1,0,8.005290728388514
2,2,1,2,1,0,2.0014614016359835
