doors,class,buying,maint,safety,persons,repaired_weights
1,0,2,2,2,1,7.0020456912088
2,0,2,2,2,1,2.0007097586365
1,2,2,0,2,0,5.0015453474824945
2,2,2,0,2,0,3.001003853465474
1,0,1,0,2,2,7.184037127355387
2,0,1,0,2,2,2.73624455683947
1,2,1,0,2,2,0.7306227323595385
2,2,1,0,2,2,0.2782784163112902
1,1,2,1,0,1,3.0190816231258215
2,1,2,1,0,1,0.5032164153539369
3,1,2,1,0,1,1.509585355497854
1,3,2,1,0,1,2.9835372206245956
2,3,2,1,0,1,0.4972919227282471
3,3,2,1,0,1,1.4918126298203622
1,2,3,1,0,0,9.002517055786868
2,2,3,1,0,0,3.0010038534654746
1,0,0,0,2,1,2.6639940026849165
2,0,0,0,2,1,1.3350058624549999
1,2,0,0,2,1,3.3303911305155736
2,2,0,0,2,1,1.668957091879867
1,2,2,3,1,1,3.001003853465474
2,2,2,3,1,1,2.000709794265985
1,0,2,1,2,1,4.009036166806243
2,0,2,1,2,1,1.0023225725408285
1,1,2,1,2,1,3.9621080445888084
2,1,2,1,2,1,0.9905897983206945
1,2,0,2,1,1,6.001799706375017
2,2,0,2,1,1,4.002570105649487
1,2,3,2,2,0,6.001799706375017
2,2,3,2,2,0,2.00070976687128
1,2,3,3,1,2,7.0020456912088
2,2,3,3,1,2,4.001280918683553
1,0,3,1,2,1,3.657346796352669
2,0,3,1,2,1,1.3739679381538885
1,2,3,1,2,1,4.3372395201238385
2,2,3,1,2,1,1.6293855553121244
1,2,2,1,1,0,7.0020456912088
2,2,2,1,1,0,3.001003853465474
1,0,1,1,2,2,1.1092654942498903
2,0,1,1,2,2,0.6594423356208787
0,0,1,1,2,2,0.21973796687755076
1,2,1,1,2,2,0.5580483770690543
2,2,1,1,2,2,0.33175171054311775
0,2,1,1,2,2,0.11054559655206092
1,1,1,1,2,2,3.3714232437740073
2,1,1,1,2,2,2.0042624869930417
0,1,1,1,2,2,0.6678560659381034
1,0,1,3,2,1,4.4924149045471395
2,0,1,3,2,1,0.9985234232363546
0,0,1,3,2,1,0.4992569022462106
1,2,1,3,2,1,4.506400396196788
2,2,1,3,2,1,1.0016319609147233
0,2,1,3,2,1,0.5008111561131735
1,0,0,1,0,2,5.421474621072821
2,0,0,1,0,2,1.8364707363285682
0,0,0,1,0,2,2.7546927905714305
1,2,0,1,0,2,0.540069933222064
2,2,0,1,0,2,0.18294333133611143
0,2,0,1,0,2,0.2744136707139684
1,0,2,0,2,2,4.912025052244502
2,0,2,0,2,2,2.0891415244749663
1,2,2,0,2,2,2.105917277329732
2,2,2,0,2,2,0.8956711711330687
1,2,3,0,2,2,4.001280918683553
2,2,3,0,2,2,7.0020456912088
1,2,3,2,1,2,8.00228450728152
