doors,class,buying,maint,safety,persons,repaired_weights
0,0,2,2,2,1,3.002529791294691
1,0,2,2,2,1,6.004850938164164
1,2,2,0,2,0,5.004088063818546
2,2,2,0,2,0,3.002529522232348
0,0,1,0,2,2,0.9220413205545197
1,0,1,0,2,2,8.166455754664252
2,0,1,0,2,2,0.8929498812141432
0,2,1,0,2,2,0.09218034901214239
1,2,1,0,2,2,0.8164349307083548
2,2,1,0,2,2,0.08927195545983531
1,1,2,1,0,1,2.4968448460464145
2,1,2,1,0,1,2.496801797861716
1,3,2,1,0,1,2.491130198952745
2,3,2,1,0,1,2.4910872492944662
1,2,3,1,0,0,5.004088063818545
2,2,3,1,0,0,7.0056054341937894
1,0,0,0,2,1,2.6595571048674542
2,0,0,0,2,1,1.3328210881464138
1,2,0,0,2,1,3.3270953904457055
2,2,0,0,2,1,1.667353895332796
1,2,2,3,1,1,3.002529522232348
2,2,2,3,1,1,2.001726927396676
1,0,2,1,2,1,5.004086319301981
1,1,2,1,2,1,5.004088063818545
1,2,0,2,1,1,5.0040880638185135
2,2,0,2,1,1,5.004088102613469
1,2,3,2,2,0,4.003315114447105
2,2,3,2,2,0,4.003315476448424
1,2,3,3,1,2,6.004850938164165
2,2,3,3,1,2,5.004088063818545
0,0,3,1,2,1,1.3531965417709007
1,0,3,1,2,1,1.8073798126901846
2,0,3,1,2,1,1.8107727587281262
0,2,3,1,2,1,1.6296845623855014
1,2,3,1,2,1,2.1766675336412926
2,2,3,1,2,1,2.180753733693064
1,2,2,1,1,0,4.003315114447106
2,2,2,1,1,0,6.004850938164165
0,0,1,1,2,2,0.43895363225760287
1,0,1,1,2,2,1.329606267295745
2,0,1,1,2,2,0.21881240837578392
0,2,1,1,2,2,0.21881240837578386
1,2,1,1,2,2,0.6627906187772048
2,2,1,1,2,2,0.10907500597036361
0,1,1,1,2,2,1.3296062672957445
1,1,1,1,2,2,4.027424985504271
2,1,1,1,2,2,0.6627906187772046
0,0,1,3,2,1,2.499678402747787
1,0,1,3,2,1,1.999595771818359
2,0,1,3,2,1,1.4997807261898015
0,2,1,3,2,1,2.483302300670059
1,2,1,3,2,1,1.9864958528697874
2,2,1,3,2,1,1.4899552373431986
0,0,0,1,0,2,4.611817413732593
1,0,0,1,0,2,4.533746593775069
2,0,0,1,0,2,0.8922332080395382
0,2,0,1,0,2,0.45265407376779715
1,2,0,1,0,2,0.44499135178081295
2,2,0,1,0,2,0.08757350088652603
0,0,2,0,2,2,0.7024070845753843
1,0,2,0,2,2,4.877551154640691
2,0,2,0,2,2,1.3828129595659806
0,2,2,0,2,2,0.3021675260604703
1,2,2,0,2,2,2.098266942341741
2,2,2,0,2,2,0.5948703823922858
1,2,3,0,2,2,5.0040850178517635
