doors,class,buying,maint,safety,persons,repaired_weights
1,0,2,2,2,1,8.003369781818465
0,0,2,2,2,1,1.0005252392185289
1,2,2,0,2,0,7.00299531276853
2,2,2,0,2,0,1.000525239560791
1,0,1,0,2,2,8.164792664043993
0,0,1,0,2,2,0.9218580387961616
2,0,1,0,2,2,0.892768124565922
1,2,1,0,2,2,0.8162749667114159
0,2,1,0,2,2,0.09216273711943623
2,2,1,0,2,2,0.0892544735851402
1,1,2,1,0,1,4.052571098511344
2,1,2,1,0,1,0.5065691354190915
3,1,2,1,0,1,0.5065624756523771
1,3,2,1,0,1,3.9425796406328564
2,3,2,1,0,1,0.49282026430330567
3,3,2,1,0,1,0.49281378529034786
1,2,3,1,0,0,11.004458236132516
2,2,3,1,0,0,1.0005252392185289
1,0,0,0,2,1,4.00182357475786
1,2,0,0,2,1,5.002223344456716
1,2,2,3,1,1,5.002223660007632
1,0,2,1,2,1,5.002223660007632
1,1,2,1,2,1,5.002223660007632
1,2,0,2,1,1,9.003737982451018
2,2,0,2,1,1,1.0005252392185287
1,2,3,2,2,0,5.002223660007632
2,2,3,2,2,0,3.0014108517113
1,2,3,3,1,2,8.003369781818465
2,2,3,3,1,2,3.0014108513751934
1,0,3,1,2,1,4.087067460846567
0,0,3,1,2,1,0.4534126105151141
2,0,3,1,2,1,0.45503898611037835
1,2,3,1,2,1,4.904552432191693
0,2,3,1,2,1,0.544103062401536
2,2,3,1,2,1,0.5460547415597162
1,2,2,1,1,0,8.003369781818465
2,2,2,1,1,0,2.000981131706383
1,0,1,1,2,2,1.3293704918643687
0,0,1,1,2,2,0.4388758436216897
2,0,1,1,2,2,0.21877360092542833
1,2,1,1,2,2,0.6626729944149575
0,2,1,1,2,2,0.21877360092542833
2,2,1,1,2,2,0.10905564559423656
1,1,1,1,2,2,4.026710356296256
0,1,1,1,2,2,1.329370491864369
2,1,1,1,2,2,0.6626729944149578
1,0,1,3,2,1,4.994879212123944
0,0,1,3,2,1,0.4996098634636892
2,0,1,3,2,1,0.49960957226604236
1,2,1,3,2,1,4.9948625647869
0,2,1,3,2,1,0.49960819832356584
2,2,1,3,2,1,0.49960790712688946
1,0,0,1,0,2,5.4403827938500475
