doors,class,buying,maint,safety,persons,repaired_weights
0,0,2,2,2,1,2.0016559807890952
2,0,2,2,2,1,2.9968235613860945
1,0,2,2,2,1,4.00280595952297
2,2,2,0,2,0,6.004087221260434
1,2,2,0,2,0,2.0014723411118793
0,0,1,0,2,2,0.9222294470024949
2,0,1,0,2,2,1.78635669371706
1,0,1,0,2,2,7.260964435336028
0,2,1,0,2,2,0.0925221708139863
2,2,1,0,2,2,0.17921526978779123
1,2,1,0,2,2,0.7284523324905522
2,1,2,1,0,1,1.9925130294147397
1,1,2,1,0,1,1.494515780504366
3,1,2,1,0,1,1.4945157805019256
2,3,2,1,0,1,1.9925130294202078
1,3,2,1,0,1,1.4945157805084677
3,3,2,1,0,1,1.4945157805060272
2,2,3,1,0,0,11.00715965760138
1,2,3,1,0,0,1.000770852433043
2,0,0,0,2,1,2.2139106725062594
1,0,0,0,2,1,1.7672021471047394
2,2,0,0,2,1,2.7853272549526906
1,2,0,0,2,1,2.2233220005076015
2,2,2,3,1,1,4.00280595952297
1,2,2,3,1,1,1.000770852433043
2,0,2,1,2,1,1.997858003895798
1,0,2,1,2,1,3.0005975067587074
2,1,2,1,2,1,1.9999221508007183
1,1,2,1,2,1,3.00369766404937
2,2,0,2,1,1,7.0047152244857225
1,2,0,2,1,1,3.0021472831365945
2,2,3,2,2,0,7.005097332470013
1,2,3,2,2,0,1.0007708524330428
2,2,3,3,1,2,9.00594825855584
1,2,3,3,1,2,2.0014723411118793
0,0,3,1,2,1,0.9008817856646323
2,0,3,1,2,1,2.2603040108786527
1,0,3,1,2,1,1.8048439424353175
0,2,3,1,2,1,1.0927720004967587
2,2,3,1,2,1,2.7417547729377767
1,2,3,1,2,1,2.189280499332587
2,2,2,1,1,0,8.005334483259277
1,2,2,1,1,0,2.0014723411118793
0,0,1,1,2,2,0.21975710584033398
2,0,1,1,2,2,0.8831498842554646
1,0,1,1,2,2,0.8890243171032529
0,2,1,1,2,2,0.11032996282930434
2,2,1,1,2,2,0.4433890477853491
1,2,1,1,2,2,0.44633833106454657
0,1,1,1,2,2,0.6655446708640612
2,1,1,1,2,2,2.674660720493332
1,1,1,1,2,2,2.6924517150609195
0,0,1,3,2,1,0.496104627214624
2,0,1,3,2,1,2.4805486826226346
