doors,class,buying,maint,safety,persons,repaired_weights
0,0,2,2,2,1,3.0015525026678995
2,0,2,2,2,1,2.0010755678159398
1,0,2,2,2,1,4.002012319614287
2,2,2,0,2,0,6.002896966752814
1,2,2,0,2,0,2.0010755678159398
0,0,1,0,2,2,0.9188420139466793
2,0,1,0,2,2,3.6405746334608
1,0,1,0,2,2,5.425084855883691
0,2,1,0,2,2,0.09237426997365616
2,2,1,0,2,2,0.3659991804315422
1,2,1,0,2,2,0.5454019793401337
2,1,2,1,0,1,1.5109269525144116
1,1,2,1,0,1,2.518389717532479
3,1,2,1,0,1,1.007341507244963
2,3,2,1,0,1,1.493131328606655
1,3,2,1,0,1,2.488728246346339
3,3,2,1,0,1,0.9954770881347129
2,2,3,1,0,0,10.0045727568156
1,2,3,1,0,0,2.0010755678159398
2,0,0,0,2,1,2.6571547809870846
1,0,0,0,2,1,1.3257048202704111
2,2,0,0,2,1,3.3460784761123454
1,2,0,0,2,1,1.6694218931188296
2,2,2,3,1,1,2.0010755678159393
1,2,2,3,1,1,3.0015525026678995
2,0,2,1,2,1,1.4822292119174587
1,0,2,1,2,1,3.47783757858331
2,1,2,1,2,1,1.4988161049383286
1,1,2,1,2,1,3.5167563364893812
2,2,0,2,1,1,6.002896966752814
1,2,0,2,1,1,4.002012440431577
2,2,3,2,2,0,5.002459739465905
1,2,3,2,2,0,3.0015525026678995
2,2,3,3,1,2,7.00332581845002
1,2,3,3,1,2,4.002012440431577
0,0,3,1,2,1,0.8983871080190485
2,0,3,1,2,1,2.705067060890609
1,0,3,1,2,1,1.3499341769780313
0,2,3,1,2,1,1.093430598392541
2,2,3,1,2,1,3.292348107714449
1,2,3,1,2,1,1.6430103701937075
2,2,2,1,1,0,8.00374750007556
1,2,2,1,1,0,2.0010755678159398
2,0,1,1,2,2,0.8946779817232516
1,0,1,1,2,2,1.1015136358337438
2,2,1,1,2,2,0.44864535223237323
1,2,1,1,2,2,0.5523651897474081
2,1,1,1,2,2,2.685812578054027
1,1,1,1,2,2,3.30673073268436
0,0,1,3,2,1,0.9925203306734481
2,0,1,3,2,1,3.491928860325809
1,0,1,3,2,1,1.4886790299447514
0,2,1,3,2,1,1.002755981331081
2,2,1,3,2,1,3.5279403785093693
1,2,1,3,2,1,1.5040314595332909
0,0,0,1,0,2,0.9135714868084078
2,0,0,1,0,2,3.6535116003733954
1,0,0,1,0,2,5.393901289540049
0,2,0,1,0,2,0.09145154884344711
2,2,0,1,0,2,0.36572868067380804
1,2,0,1,0,2,0.5399474856208532
0,0,2,0,2,2,0.7038730570396988
2,0,2,0,2,2,4.22270012078025
1,0,2,0,2,2,2.0948196241507278
0,2,2,0,2,2,0.29884095449202347
2,2,2,0,2,2,1.7928172161253513
1,2,2,0,2,2,0.8893903378013768
2,2,3,0,2,2,10.004572756815598
1,2,3,0,2,2,1.0005724589097136
2,2,3,2,1,2,6.002896674539212
1,2,3,2,1,2,4.002012440431577
2,0,3,2,2,1,3.5725935742680184
1,0,3,2,2,1,2.3910858992041444
2,2,3,2,2,1,2.4002192575384362
1,2,3,2,2,1,1.606432498517348
0,0,1,3,2,2,0.7197893240631187
2,0,1,3,2,2,2.8215199635790427
1,0,1,3,2,2,1.4227883502831467
0,2,1,3,2,2,0.28991549168235276
2,2,1,3,2,2,1.1364469021505814
1,2,1,3,2,2,0.5730682164106268
2,2,0,3,2,0,10.0045727568156
1,2,0,3,2,0,2.0010755678159398
2,0,0,2,2,1,2.718328927728853
1,0,0,2,2,1,2.7231620362873197
3,0,0,2,2,1,0.5433382892671619
2,2,0,2,2,1,2.2739974393014553
1,2,0,2,2,1,2.278040539595062
3,2,0,2,2,1,0.4545255233332832
2,2,1,3,1,1,7.003325819040813
1,2,1,3,1,1,5.002459739465611
2,2,0,1,1,2,8.003747163797927
1,2,0,1,1,2,4.002012440431577
0,0,2,3,0,1,2.0010756494328135
2,0,2,3,0,1,3.001244764192932
1,0,2,3,0,1,4.002012440431577
