doors,class,buying,maint,safety,persons,repaired_weights
1,0,2,2,2,1,8.003298489457343
0,0,2,2,2,1,1.0005165292654377
1,2,2,0,2,0,6.002560203945377
2,2,2,0,2,0,2.000963307789398
1,0,1,0,2,2,9.060793220085932
0,0,1,0,2,2,0.9207366905661474
1,2,1,0,2,2,0.907618711715997
0,2,1,0,2,2,0.09223009825108576
1,1,2,1,0,1,3.513924613838943
3,1,2,1,0,1,1.505933322907447
1,3,2,1,0,1,3.4585784152810626
3,3,2,1,0,1,1.482214064851564
1,2,3,1,0,0,8.003298489457343
2,2,3,1,0,0,4.0017879273419315
1,0,0,0,2,1,3.5533020369892467
2,0,0,0,2,1,0.44523160811232493
1,2,0,0,2,1,4.442415949850307
2,2,0,0,2,1,0.5566382977484217
1,2,2,3,1,1,5.0021791012348515
1,0,2,1,2,1,5.00217910123485
1,1,2,1,2,1,5.0021791012348515
1,2,0,2,1,1,8.003298489457343
2,2,0,2,1,1,2.001019108750637
1,2,3,2,2,0,6.002560203945377
2,2,3,2,2,0,2.000963609328802
1,2,3,3,1,2,9.003657779017065
2,2,3,3,1,2,2.0009633073807134
1,0,3,1,2,1,3.637832667048849
0,0,3,1,2,1,0.9079984473370645
2,0,3,1,2,1,0.4556394617756406
1,2,3,1,2,1,4.350195003895964
0,2,3,1,2,1,1.0858031885109658
2,2,3,1,2,1,0.5448630246652358
1,2,2,1,1,0,8.003298489457343
2,2,2,1,1,0,2.0009633073807134
1,0,1,1,2,2,1.7629971443265557
0,0,1,1,2,2,0.2180025118123371
1,2,1,1,2,2,0.8896915579357773
0,2,1,1,2,2,0.11001435537907205
1,1,1,1,2,2,5.370145902945343
0,1,1,1,2,2,0.6640426499885295
1,0,1,3,2,1,4.499769359225339
0,0,1,3,2,1,1.0001475294470907
2,0,1,3,2,1,0.5000856193868815
1,2,1,3,2,1,4.485381515859283
0,2,1,3,2,1,0.9969495953202825
2,2,1,3,2,1,0.49848661441863706
1,0,0,1,0,2,8.160275528301444
0,0,0,1,0,2,1.8428224501766277
1,2,0,1,0,2,0.8151079013323917
0,2,0,1,0,2,0.18407456153681467
1,0,2,0,2,2,5.5941621907937105
0,0,2,0,2,2,0.7049300880217472
2,0,2,0,2,2,0.6939135489673516
1,2,2,0,2,2,2.3973339587196842
0,2,2,0,2,2,0.30209221343616727
2,2,2,0,2,2,0.29737116276192554
1,2,3,0,2,2,8.003297913554917
2,2,3,0,2,2,3.0014400526630256
1,2,3,2,1,2,10.004011499748373
1,0,3,2,2,1,4.197978877387552
0,0,3,2,2,1,1.204377282049068
2,0,3,2,2,1,0.5974695544380138
1,2,3,2,2,1,2.787762167133152
0,2,3,2,2,1,0.7997937864662304
2,2,3,2,2,1,0.39676307778678466
1,0,1,3,2,2,3.5740465073311736
2,0,1,3,2,2,1.4176249168241013
1,2,1,3,2,2,1.426982424836731
2,2,1,3,2,2,0.5660043419046589
1,2,0,3,2,0,9.003657779017063
