doors,class,buying,maint,safety,persons,repaired_weights
1,0,2,2,2,1,5.001867404997138
2,0,2,2,2,1,3.001197048742977
0,0,2,2,2,1,1.00045398248276
1,2,2,0,2,0,3.001197092909553
2,2,2,0,2,0,4.001538567569753
3,2,2,0,2,0,1.00045398248276
1,0,1,0,2,2,8.112842440181844
2,0,1,0,2,2,1.8148765963149063
1,2,1,0,2,2,0.8221437807885996
2,2,1,0,2,2,0.1839169831733645
1,1,2,1,0,1,3.0192789649137515
2,1,2,1,0,1,1.0063971693746525
3,1,2,1,0,1,1.0064213428243254
1,3,2,1,0,1,2.9718620082972933
2,3,2,1,0,1,0.9905919749975484
3,3,2,1,0,1,0.9906157688097554
1,2,3,1,0,0,8.002799787196194
2,2,3,1,0,0,4.001538567569753
1,0,0,0,2,1,2.664152204792963
2,0,0,0,2,1,1.3350852386714829
1,2,0,0,2,1,3.330605505975231
2,2,0,0,2,1,1.6690646423525395
1,2,2,3,1,1,4.001538567569753
2,2,2,3,1,1,1.00045398248276
1,0,2,1,2,1,4.536225569785943
2,0,2,1,2,1,0.5040772304230487
1,1,2,1,2,1,4.466011013414622
2,1,2,1,2,1,0.49627480557301895
1,2,0,2,1,1,9.00309674227716
2,2,0,2,1,1,1.0004539608276082
1,2,3,2,2,0,5.001867404997138
2,2,3,2,2,0,3.001197079040755
1,2,3,3,1,2,7.002496564144274
2,2,3,3,1,2,4.001538567569753
1,0,3,1,2,1,3.6588783330445804
2,0,3,1,2,1,0.9164107084965339
0,0,3,1,2,1,0.45709083436348835
1,2,3,1,2,1,4.334094343981461
2,2,3,1,2,1,1.0855267945337492
0,2,3,1,2,1,0.5414432018711303
1,2,2,1,1,0,5.001867404997138
2,2,2,1,1,0,5.001867404997138
1,0,1,1,2,2,1.7904628886094593
2,0,1,1,2,2,0.22528746020451024
1,2,1,1,2,2,0.895280059886482
2,2,1,1,2,2,0.112649847224821
1,1,1,1,2,2,5.290953312110794
2,1,1,1,2,2,0.6657414913926658
1,0,1,3,2,1,2.9956270467288464
2,0,1,3,2,1,2.0008599924298927
0,0,1,3,2,1,0.9986642630256185
1,2,1,3,2,1,2.995563019711431
2,2,1,3,2,1,2.000817227060378
0,2,1,3,2,1,0.9986429180807493
1,0,0,1,0,2,7.2172426172693465
2,0,0,1,0,2,1.8335078569681935
0,0,0,1,0,2,0.9167985381533758
1,2,0,1,0,2,0.7234233707942906
2,2,0,1,0,2,0.18378243667352184
0,2,0,1,0,2,0.09189568980585669
1,0,2,0,2,2,5.6084703453988585
2,0,2,0,2,2,1.3913350640639304
1,2,2,0,2,2,2.4023801966919445
2,2,2,0,2,2,0.5959763712778611
1,2,3,0,2,2,7.002496564144274
2,2,3,0,2,2,4.001538548176399
1,2,3,2,1,2,6.002186081300393
2,2,3,2,1,2,4.001538567575417
1,0,3,2,2,1,5.354623177062788
2,0,3,2,2,1,0.5973037202897129
1,2,3,2,2,1,3.6273267584575755
2,2,3,2,2,1,0.40462525482915584
1,0,1,3,2,2,4.2714605092600175
2,0,1,3,2,2,0.7180441671155645
1,2,1,3,2,2,1.7247579206799328
2,2,1,3,2,2,0.2899365128030045
1,2,0,3,2,0,7.002496564144274
2,2,0,3,2,0,5.001867404997138
1,0,0,2,2,1,3.800189657548008
2,0,0,2,2,1,1.087798157106642
0,0,0,2,2,1,0.5439291707077825
