doors,class,buying,maint,safety,persons,repaired_weights
0,0,2,2,2,1,3.002872665074246
1,0,2,2,2,1,6.005419424784635
1,2,2,0,2,0,3.0028137753934225
2,2,2,0,2,0,5.0045618069873985
0,0,1,0,2,2,0.9217843436559604
1,0,1,0,2,2,8.164217297184317
2,0,1,0,2,2,0.8927047630581535
0,2,1,0,2,2,0.09215116319505996
1,2,1,0,2,2,0.816180189748983
2,2,1,0,2,2,0.08924406546037272
1,1,2,1,0,1,2.4845478222954305
3,1,2,1,0,1,2.4845474263652556
1,3,2,1,0,1,2.484548218225668
3,3,2,1,0,1,2.4845478222954296
1,2,3,1,0,0,5.0045618069870415
2,2,3,1,0,0,7.006268663472691
1,0,0,0,2,1,2.2118730574253544
2,0,0,0,2,1,1.7734802359358754
1,2,0,0,2,1,2.77177383605469
2,2,0,0,2,1,2.222408786175583
1,2,2,3,1,1,2.001916433345746
2,2,2,3,1,1,3.0028137753934225
1,0,2,1,2,1,5.004561787811002
1,1,2,1,2,1,5.0045618069873985
1,2,0,2,1,1,5.00456180691614
2,2,0,2,1,1,5.0045618069873985
1,2,3,2,2,0,4.003694113210526
2,2,3,2,2,0,4.003771086185386
1,2,3,3,1,2,5.0045618069873985
2,2,3,3,1,2,6.005419424784635
0,0,3,1,2,1,0.44994225098170715
1,0,3,1,2,1,2.7040562322043176
2,0,3,1,2,1,1.8062086861309916
0,2,3,1,2,1,0.5457126449579897
1,2,3,1,2,1,3.2796157181765704
2,2,3,1,2,1,2.190660951053277
1,2,2,1,1,0,3.0028137753932063
2,2,2,1,1,0,7.006268663472691
0,0,1,1,2,2,0.21872057053849392
1,0,1,1,2,2,1.5457171703352734
2,0,1,1,2,2,0.21803120425533284
0,2,1,1,2,2,0.10935735522496401
1,2,1,1,2,2,0.7728378782915214
2,2,1,1,2,2,0.10901268131833437
0,1,1,1,2,2,0.6653619321367746
1,1,1,1,2,2,4.702170264365969
2,1,1,1,2,2,0.6632648359149389
0,0,1,3,2,1,0.9964751444095342
1,0,1,3,2,1,3.4871323980929847
2,0,1,3,2,1,1.4947071563007175
0,2,1,3,2,1,0.9997239331986906
1,2,1,3,2,1,3.4985014289261027
2,2,1,3,2,1,1.499580321356268
0,0,0,1,0,2,0.9252044251800022
1,0,0,1,0,2,8.186074303294806
2,0,0,1,0,2,0.8950738899582673
0,2,0,1,0,2,0.09158157486492415
1,2,0,1,0,2,0.8103004657713015
2,2,0,1,0,2,0.08859909683949461
0,0,2,0,2,2,0.7024510100739398
1,0,2,0,2,2,4.877860186084256
2,0,2,0,2,2,1.3829007429650706
0,2,2,0,2,2,0.30218400015219926
1,2,2,0,2,2,2.0983830645484267
2,2,2,0,2,2,0.5949033773595774
1,2,3,0,2,2,3.0028123119230554
2,2,3,0,2,2,8.00711072907664
1,2,3,2,1,2,5.004561688293934
2,2,3,2,1,2,5.0045618069873985
0,0,3,2,2,1,0.6020883029993556
1,0,3,2,2,1,4.796723880511374
2,0,3,2,2,1,0.597363052334921
0,2,3,2,2,1,0.4013784251912995
1,2,3,2,2,1,3.197706163109459
2,2,3,2,2,1,0.39822836620347885
0,0,1,3,2,2,0.7176795234932278
1,0,1,3,2,2,2.8463229122700358
2,0,1,3,2,2,1.411285256682614
0,2,1,3,2,2,0.28865683896502004
1,2,1,3,2,2,1.1448154052528596
2,2,1,3,2,2,0.5676309936907158
1,2,0,3,2,0,5.004561806987399
2,2,0,3,2,0,7.006268663472691
1,0,0,2,2,1,4.908430554497507
2,0,0,2,2,1,1.0889772975696994
1,2,0,2,2,1,4.089411682690014
2,2,0,2,2,1,0.9072709562500119
1,2,1,3,1,1,5.004561805207166
2,2,1,3,1,1,7.006268686763491
1,2,0,1,1,2,5.004560524317633
2,2,0,1,1,2,7.006268663472691
0,0,2,3,0,1,3.002813775393423
1,0,2,3,0,1,6.005419424784554
1,2,2,0,1,1,2.0019164333455484
2,2,2,0,1,1,8.007110729076167
1,2,1,2,2,0,3.0028137753934225
2,2,1,2,2,0,5.0045618069873985
1,2,3,2,1,0,3.0028137753934225
2,2,3,2,1,0,7.006268663472691
0,0,0,2,0,1,1.0009929319715758
1,0,0,2,0,1,10.008776746163601
0,0,2,3,2,2,0.5550146983648406
1,0,2,3,2,2,3.322196185855327
2,0,2,3,2,2,1.105156625484354
0,2,2,3,2,2,0.44592203227227595
1,2,2,3,2,2,2.669191427125019
2,2,2,3,2,2,0.8879290762335829
1,0,2,1,2,2,3.6425721454563353
2,0,2,1,2,2,0.35847931175479575
1,2,2,1,2,2,0.9017881507860115
2,2,2,1,2,2,0.0887483851337419
1,1,2,1,2,2,5.498060137547063
2,1,2,1,2,2,0.5410849079689082
1,2,1,1,1,1,5.00378062791772
2,2,1,1,1,1,3.0028128110455876
0,0,2,3,0,2,0.8989412946447524
1,0,2,3,0,2,6.211607115560101
2,0,2,3,0,2,0.8739353507223362
0,2,2,3,0,2,0.11187820281046738
1,2,2,3,0,2,0.773068769666662
2,2,2,3,0,2,0.1087660751528712
1,2,1,3,1,2,3.002811603040321
2,2,1,3,1,2,6.005419432045618
1,2,2,0,0,0,1.0009929062451874
2,2,2,0,0,0,9.007946523332263
0,0,2,0,0,1,1.0015735340683267
1,0,2,0,0,1,10.008776746163601
1,2,2,1,1,1,5.002890268193816
2,2,2,1,1,1,5.004559505580171
1,2,0,3,1,1,2.001916433345746
2,2,0,3,1,1,7.006268663472691
1,2,1,2,0,0,4.002091444123077
2,2,1,2,0,0,6.005417223162622
0,0,1,2,2,2,0.35956353894592713
1,0,1,2,2,2,3.249534122892284
2,0,1,2,2,2,0.35676448853020715
0,2,1,2,2,2,0.0898746858189867
1,2,1,2,2,2,0.8122371339685266
2,2,1,2,2,2,0.0891750493167935
0,1,1,2,2,2,0.547384533890597
1,1,1,2,2,2,4.94695520695851
2,1,1,2,2,2,0.5431233762892542
1,2,3,0,1,2,4.003694113210526
2,2,3,0,1,2,7.006268663472691
1,2,3,0,0,1,6.0054194247842085
2,2,3,0,0,1,5.0045618069873985
1,2,2,2,1,0,3.0028137753934225
2,2,2,2,1,0,4.003694113210526
1,2,3,3,2,1,3.0028137753934225
2,2,3,3,2,1,7.0063646288673525
1,2,1,2,1,0,6.005419424699449
2,2,1,2,1,0,4.003694113210526
1,0,1,0,0,2,1.5742829416858048
2,0,1,0,0,2,0.7903546840572269
3,0,1,0,0,2,1.5826458118208298
1,2,1,0,0,2,0.39741261926134475
2,2,1,0,0,2,0.1995174544674337
3,2,1,0,0,2,0.39952374556329395
1,3,1,0,0,2,1.9930436905648599
2,3,1,0,0,2,1.000589776245584
3,3,1,0,0,2,2.003631092051772
0,0,1,2,2,1,0.624324980208198
1,0,1,2,2,1,4.348509123498808
0,1,1,2,2,1,0.38013653260691604
1,1,1,2,2,1,2.6477030915295576
1,2,1,1,1,2,7.006084549096899
2,2,1,1,1,2,5.004560797574689
0,0,0,0,0,1,1.0009929062453404
1,0,0,0,0,1,8.007110729076157
1,2,0,3,0,0,4.003694113210526
2,2,0,3,0,0,5.004561806987399
0,0,3,1,0,1,1.0015669698838099
1,0,3,1,0,1,8.007110729076164
0,0,3,1,0,2,1.8312093747896634
1,0,3,1,0,2,6.302425974930732
2,0,3,1,0,2,0.8862988631848346
0,2,3,1,0,2,0.20090127190583776
1,2,3,1,0,2,0.6914367149313047
2,2,3,1,0,2,0.09723550531898272
1,2,1,1,0,2,0.3585811170239163
3,2,1,1,0,2,0.6366454428605297
1,1,1,1,0,2,1.0698216632535031
3,1,1,1,0,2,1.8994226250301625
1,3,1,1,0,2,2.523512338374982
3,3,1,1,0,2,4.480388269083329
1,2,0,3,1,2,3.0028137753934225
2,2,0,3,1,2,8.007110729076167
1,2,3,3,0,0,2.001916433345746
2,2,3,3,0,0,8.007110729076167
1,2,2,1,1,2,5.004317834812107
2,2,2,1,1,2,5.004561806970505
1,2,2,2,1,1,4.003581572713849
2,2,2,2,1,1,5.0045618069873985
1,2,2,1,0,2,0.3305594293378214
2,2,2,1,0,2,0.22154281628628583
3,2,2,1,0,2,0.44465050755529245
1,1,2,1,0,2,0.9876328245907057
2,1,2,1,0,2,0.6619171561825105
3,1,2,1,0,2,1.3285097860080264
1,3,2,1,0,2,1.6533779898753878
2,3,2,1,0,2,1.1081033658501709
3,3,2,1,0,2,2.2240338563372646
0,0,0,2,0,2,0.9232637615876199
1,0,0,2,0,2,9.085100060296465
0,2,0,2,0,2,0.09225518723130899
1,2,0,2,0,2,0.9078094927462231
1,2,3,3,1,1,2.001916433345746
2,2,3,3,1,1,6.005419424784635
1,2,1,0,1,1,2.001884398875992
2,2,1,0,1,1,4.003694113210423
1,2,2,0,1,0,5.004561806987399
2,2,2,0,1,0,3.002813775393422
0,0,0,0,0,2,0.9110537891820116
1,0,0,0,0,2,7.188911550726471
2,0,0,0,0,2,0.8846257366686542
0,2,0,0,0,2,0.10079694425620685
1,2,0,0,0,2,0.795365021742544
2,2,0,0,0,2,0.09787300390535146
0,0,0,0,2,2,0.5416094375060521
1,0,0,0,2,2,2.7028842640725066
2,0,0,0,2,2,2.6983444193473094
0,2,0,0,2,2,0.45780512892324965
1,2,0,0,2,2,2.284661590603302
2,2,0,0,2,2,2.280824205107804
0,0,0,1,0,1,1.001703209227269
1,0,0,1,0,1,8.007110729076167
1,2,1,2,1,1,3.001598229451318
2,2,1,2,1,1,7.006266095067075
1,2,2,1,2,0,3.0028137753934225
2,2,2,1,2,0,6.005419424784635
1,2,3,1,1,0,4.003694113210527
2,2,3,1,1,0,8.007110729076167
0,0,2,0,0,2,0.915464216623278
1,0,2,0,0,2,7.201569750829707
2,0,2,0,0,2,0.8861636501200579
0,2,2,0,0,2,0.10070337664091226
1,2,2,0,0,2,0.7921908665077189
2,2,2,0,0,2,0.0974802403011332
1,2,3,3,1,0,3.0028137753934225
2,2,3,3,1,0,6.005419424784635
1,2,2,1,0,0,4.0023432408834045
2,2,2,1,0,0,4.003692271956148
1,2,1,1,2,0,4.003694113210526
2,2,1,1,2,0,6.005419424784635
1,2,0,0,1,1,4.003694111466166
2,2,0,0,1,1,4.003694113210526
1,0,3,2,0,2,8.113890247833764
2,0,3,2,0,2,0.8875044038179709
1,2,3,2,0,2,0.8960516052308373
2,2,3,2,0,2,0.0980109073946181
1,1,1,2,0,1,3.26324753952282
3,1,1,2,0,1,2.7095452795090877
1,3,1,2,0,1,2.7095460174057115
3,3,1,2,0,1,2.2497948844382942
1,0,1,1,2,1,4.003694113200822
1,1,1,1,2,1,4.003694113210526
0,0,1,0,2,1,1.0009929063594702
1,0,1,0,2,1,7.006268663472691
1,2,3,3,0,2,5.004536828438573
2,2,3,3,0,2,4.003694113210526
1,0,2,2,2,2,7.006268663472687
1,2,2,2,2,2,1.00099284911572
1,0,1,3,0,2,6.136130860026505
2,0,1,3,0,2,0.863767264400925
1,2,1,3,0,2,0.868935631645189
2,2,1,3,0,2,0.1223178205628119
1,2,0,1,1,1,7.006268663472691
2,2,0,1,1,1,3.0028137753934225
1,2,1,3,2,0,6.005419422737001
2,2,1,3,2,0,1.000992920518557
1,0,2,2,0,2,1.4256239558662875
2,0,2,2,0,2,0.716765520144741
3,0,2,2,0,2,1.7971347618282651
1,2,2,2,0,2,0.3605785578130315
2,2,2,2,0,2,0.1812892358327757
3,2,2,2,0,2,0.45454361085138756
1,3,2,2,0,2,2.173262583233754
2,3,2,2,0,2,1.0926581862438534
3,3,2,2,0,2,2.739604450976546
1,2,2,2,0,0,2.0018492591822614
2,2,2,2,0,0,5.0045618069873985
1,2,1,2,0,2,0.45049488434273
3,2,1,2,0,2,0.5445119127965957
1,1,1,2,0,2,1.7985344592174242
3,1,1,2,0,2,2.17388359481129
1,3,1,2,0,2,2.7076333624537035
3,3,1,2,0,2,3.272708908765074
1,2,3,0,0,2,5.004560979098205
2,2,3,0,0,2,7.006268663472691
1,2,1,1,0,0,4.003056865373139
2,2,1,1,0,0,7.006266414298979
1,0,1,3,0,1,8.007110729076167
1,2,3,1,2,0,3.0028134777472566
2,2,3,1,2,0,8.00711073082866
1,2,2,3,1,0,3.0028137753934225
2,2,2,3,1,0,5.0045618069873985
1,2,0,2,1,0,3.002813775393422
2,2,0,2,1,0,8.007110729076167
1,2,0,2,1,2,4.003694113180468
2,2,0,2,1,2,8.007110729076167
1,2,1,3,1,0,3.0028137753934225
2,2,1,3,1,0,8.007110729076167
1,2,2,2,2,0,1.0009929062452876
2,2,2,2,2,0,8.007110729076167
1,2,2,2,1,2,2.0019137837545076
2,2,2,2,1,2,9.007946523332249
1,2,1,2,1,2,3.002607615462497
2,2,1,2,1,2,6.005417720873743
1,0,2,2,0,1,1.7572605401776928
2,0,2,2,0,1,0.4403454927383589
3,0,2,2,0,1,1.765148940655599
1,3,2,2,0,1,2.2068016269988298
2,3,2,2,0,1,0.5529943497839818
3,3,2,2,0,1,2.2167080322307493
1,2,3,1,1,2,5.004561074644161
2,2,3,1,1,2,6.005419424784635
1,2,1,0,0,0,2.001884398875992
2,2,1,0,0,0,9.007946523332034
1,2,1,0,1,2,1.0009915321627096
2,2,1,0,1,2,7.006268663837837
1,2,3,3,2,0,1.0009929062452876
2,2,3,3,2,0,6.005419424784635
1,2,2,3,1,2,6.005391445681032
2,2,2,3,1,2,3.0028166901246123
1,2,3,3,2,2,4.003694107066929
2,2,3,3,2,2,5.004565135005247
1,0,0,2,2,2,4.199386975390208
