doors,class,buying,maint,safety,persons,repaired_weights
1,0,2,2,2,1,6.002286042827486
2,0,2,2,2,1,2.000871915321563
0,0,2,2,2,1,1.0004706291335976
1,2,2,0,2,0,3.0012470301190346
2,2,2,0,2,0,4.001605149558045
3,2,2,0,2,0,1.0004706291335976
1,0,1,0,2,2,6.326899130213979
2,0,1,0,2,2,3.6520059040043287
1,2,1,0,2,2,0.6356689704881838
2,2,1,0,2,2,0.3669201587439703
1,1,2,1,0,1,2.5171319645860653
2,1,2,1,0,1,2.013487699399289
3,1,2,1,0,1,0.5034415480962388
1,3,2,1,0,1,2.477839221629828
2,3,2,1,0,1,1.9820569060475184
3,3,2,1,0,1,0.4955827629307624
1,2,3,1,0,0,7.002613079363701
2,2,3,1,0,0,5.001950631553966
1,0,0,0,2,1,2.217826730214334
2,0,0,0,2,1,1.7782018988798407
1,2,0,0,2,1,2.7730777523844234
2,2,0,0,2,1,2.2233892566327196
1,2,2,3,1,1,3.0012470301190346
2,2,2,3,1,1,2.000871915321563
1,0,2,1,2,1,2.9954878320387097
2,0,2,1,2,1,1.997004734027264
1,1,2,1,2,1,2.9837839383398728
2,1,2,1,2,1,1.9892020880364703
1,2,0,2,1,1,6.002286042827486
2,2,0,2,1,1,4.001605149558045
1,2,3,2,2,0,4.001605149558045
2,2,3,2,2,0,4.001605149558045
1,2,3,3,1,2,4.001605149558045
2,2,3,3,1,2,7.002613079363701
1,0,3,1,2,1,2.728121635266802
2,0,3,1,2,1,2.2774665210559952
1,2,3,1,2,1,3.269897041792913
2,2,3,1,2,1,2.729746703267904
1,2,2,1,1,0,5.001950631553966
2,2,2,1,1,0,5.001950631553966
1,0,1,1,2,2,0.8902588496941088
2,0,1,1,2,2,0.8861428727941845
0,0,1,1,2,2,0.2205471530997936
1,2,1,1,2,2,0.4450510558442865
2,2,1,1,2,2,0.4429934297215341
0,2,1,1,2,2,0.11025416190385574
1,1,1,1,2,2,2.6925910214356494
2,1,1,1,2,2,2.68014223482827
0,1,1,1,2,2,0.6670456400896676
1,0,1,3,2,1,2.500833636616567
2,0,1,3,2,1,2.5008048625616968
0,0,1,3,2,1,1.000392656867851
1,2,1,3,2,1,2.4962392543491796
2,2,1,3,2,1,2.496210533156285
0,2,1,3,2,1,0.9985547951981092
1,0,0,1,0,2,6.317536930231522
2,0,0,1,0,2,2.751396767439729
0,0,0,1,0,2,0.9171547332122991
1,2,0,1,0,2,0.6310404501092428
2,2,0,1,0,2,0.2748290470999516
0,2,0,1,0,2,0.09161192756888271
1,0,2,0,2,2,4.207164764079641
2,0,2,0,2,2,2.782880336976312
1,2,2,0,2,2,1.8021420841557962
2,2,2,0,2,2,1.1920488147394408
1,2,3,0,2,2,6.002286042827486
2,2,3,0,2,2,5.001950631553966
1,2,3,2,1,2,5.001950631553966
2,2,3,2,1,2,5.001950496806954
1,0,3,2,2,1,3.5881407337722595
2,0,3,2,2,1,2.4015113621477027
1,2,3,2,2,1,2.4029515082762196
2,2,3,2,2,1,1.6082745293405678
1,0,1,3,2,2,2.152124485231924
2,0,1,3,2,2,2.13397019934035
0,0,1,3,2,2,0.7200583236718041
1,2,1,3,2,2,0.8578137558322709
2,2,1,3,2,2,0.8505776520325293
0,2,1,3,2,2,0.2870075310632579
1,2,0,3,2,0,4.001605149558044
2,2,0,3,2,0,8.002932946557957
1,0,0,2,2,1,2.722520574282549
2,0,0,2,2,1,3.2727808048834994
1,2,0,2,2,1,2.269029690912002
2,2,0,2,2,1,2.7276329473045338
1,2,1,3,1,1,7.002613079363701
2,2,1,3,1,1,5.001950631553966
1,2,0,1,1,2,6.002286042827486
2,2,0,1,1,2,6.002285814936071
1,0,2,3,0,1,3.001247030119034
2,0,2,3,0,1,5.001950277406302
0,0,2,3,0,1,1.0004706291335974
1,2,2,0,1,1,3.0012470301190346
2,2,2,0,1,1,7.002613079363701
1,2,1,2,2,0,4.001605149558045
2,2,1,2,2,0,4.001605149558045
1,2,3,2,1,0,4.001605149558045
2,2,3,2,1,0,6.002286042827486
1,0,0,2,0,1,6.002286042827486
2,0,0,2,0,1,5.001950631553966
1,0,2,3,2,2,3.861053124803748
2,0,2,3,2,2,0.5528131881927635
0,0,2,3,2,2,0.5528405222964207
1,2,2,3,2,2,3.126752099193987
2,2,2,3,2,2,0.4476783252578793
0,2,2,3,2,2,0.4477004609196346
1,0,2,1,2,2,3.2446991140271164
2,0,2,1,2,2,0.7173256018210856
1,2,2,1,2,2,0.8241375162308023
2,2,2,1,2,2,0.18219715265982428
1,1,2,1,2,2,4.926363605827781
2,1,2,1,2,2,1.0891015204038341
1,2,1,1,1,1,3.0012470301190346
2,2,1,1,1,1,5.001950631553966
1,0,2,3,0,2,5.291835604341951
2,0,2,3,0,2,2.686636313321128
1,2,2,3,0,2,0.661939379391978
2,2,2,3,0,2,0.3360630425541885
1,2,1,3,1,2,4.001605069888046
2,2,1,3,1,2,5.0019506315539655
1,2,2,0,0,0,3.0012470301190346
2,2,2,0,0,0,7.002613079363701
1,0,2,0,0,1,6.002286042827486
2,0,2,0,0,1,5.001950631553966
1,2,2,1,1,1,7.002613079363701
2,2,2,1,1,1,3.0012470301190346
1,2,0,3,1,1,5.0019506315539655
2,2,0,3,1,1,4.001605149558045
1,2,1,2,0,0,5.001950631553953
2,2,1,2,0,0,5.001950631553966
1,0,1,2,2,2,2.551242799921508
