doors,class,buying,maint,safety,persons,repaired_weights
1,0,2,2,2,1,2.000997810357746
3,0,2,2,2,1,3.00151453515273
0,0,2,2,2,1,1.9964215058235089
2,0,2,2,2,1,2.001312411496371
1,2,2,0,2,0,2.000997850434535
3,2,2,0,2,0,3.0012298324250244
0,2,2,0,2,0,1.000533593916348
2,2,2,0,2,0,2.000997840522954
1,0,1,0,2,2,1.8206859918635456
3,0,1,0,2,2,2.768437177494551
0,0,1,0,2,2,2.6875097313329754
2,0,1,0,2,2,2.76056405338849
1,2,1,0,2,2,0.18056499911628401
3,2,1,0,2,2,0.27455742436736225
0,2,1,0,2,2,0.2665315130844993
2,2,1,0,2,2,0.2737766139181105
1,1,2,1,0,1,0.9988837336471454
3,1,2,1,0,1,0.9986767038067035
0,1,2,1,0,1,1.4931267174255838
2,1,2,1,0,1,1.4986531948044821
1,3,2,1,0,1,1.0027281860260386
3,3,2,1,0,1,1.0025203593797865
0,3,2,1,0,1,1.4988733868000432
2,3,2,1,0,1,1.5044211342010576
1,2,3,1,0,0,3.0014359140919655
3,2,3,1,0,0,3.0014359140919655
0,2,3,1,0,0,3.0014359140919655
2,2,3,1,0,0,3.0014359140919655
1,0,0,0,2,1,0.8884981204269358
3,0,0,0,2,1,0.8875879186456115
0,0,0,0,2,1,1.3357416800466326
2,0,0,0,2,1,0.8866123528142157
1,2,0,0,2,1,1.1059884586202355
3,2,0,0,2,1,1.1048554537865547
0,2,0,0,2,1,1.6627101936014321
2,2,0,0,2,1,1.1036410848134053
1,2,2,3,1,1,1.0005335939163478
3,2,2,3,1,1,0.9985288217007019
0,2,2,3,1,1,2.001381799951991
2,2,2,3,1,1,0.9989625575870938
1,0,2,1,2,1,0.9995439377811959
3,0,2,1,2,1,0.9998862803980818
0,0,2,1,2,1,1.4921382572398563
2,0,2,1,2,1,1.4993086845451291
1,1,2,1,2,1,0.9995833313467067
3,1,2,1,2,1,0.9999256874558422
0,1,2,1,2,1,1.4921970647059073
2,1,2,1,2,1,1.4993677746087604
1,2,0,2,1,1,3.0030056193626407
3,2,0,2,1,1,1.999211552907062
0,2,0,2,1,1,3.002555354508009
2,2,0,2,1,1,2.0009978405229525
1,2,3,2,2,0,3.0014359140919655
3,2,3,2,2,0,1.9937387116314587
0,2,3,2,2,0,1.0006507368191204
2,2,3,2,2,0,2.0009977312292913
