doors,class,buying,maint,safety,persons,repaired_weights
2,0,2,2,2,1,7.00136997878054
1,0,2,2,2,1,2.00051672147941
2,2,2,0,2,0,6.001220519829774
1,2,2,0,2,0,2.0005167214794106
2,0,1,0,2,2,9.030300978697488
1,0,1,0,2,2,0.9165473390837544
2,2,1,0,2,2,0.9140230601718196
1,2,1,0,2,2,0.09277048524051587
2,1,2,1,0,1,3.993227110576541
1,1,2,1,0,1,0.49926691172963283
3,1,2,1,0,1,0.4992672626221456
2,3,2,1,0,1,3.993241045064766
1,3,2,1,0,1,0.49926865393680253
3,3,2,1,0,1,0.49926900483053976
2,2,3,1,0,0,11.00190419758304
3,2,3,1,0,0,1.0002930260576577
2,0,0,0,2,1,3.5807261292302885
1,0,0,0,2,1,0.4486149876816829
2,2,0,0,2,1,4.414956654126743
1,2,0,0,2,1,0.5531324244091197
2,2,2,3,1,1,4.000894786492339
1,2,2,3,1,1,1.0002930022415795
2,0,2,1,2,1,2.4959539295867317
1,0,2,1,2,1,2.49606353342831
2,1,2,1,2,1,2.496006333027017
1,1,2,1,2,1,2.496115939169767
2,2,0,2,1,1,9.001648293581008
1,2,0,2,1,1,1.0002930260576577
2,2,3,2,2,0,7.00136997878054
1,2,3,2,2,0,1.0002930028808974
2,2,3,3,1,2,9.001648293581008
1,2,3,3,1,2,2.00051672147941
2,0,3,1,2,1,3.601687712983175
1,0,3,1,2,1,0.4494292012974184
0,0,3,1,2,1,0.8972084579217057
2,2,3,1,2,1,4.416016163440878
1,2,3,1,2,1,0.5510435038822019
0,2,3,1,2,1,1.1000640166208173
2,2,2,1,1,0,9.001648293581008
1,2,2,1,1,0,1.0002930260576577
2,0,1,1,2,2,1.792321968340267
1,0,1,1,2,2,0.22553538161853784
2,2,1,1,2,2,0.8961566337270043
1,2,1,1,2,2,0.11276714337478523
2,1,1,1,2,2,5.296002603279559
1,1,1,1,2,2,0.6664181934284396
2,0,1,3,2,1,5.551104991088994
1,0,1,3,2,1,0.5047012615154873
2,2,1,3,2,1,5.454425044402269
1,2,1,3,2,1,0.49591121140215527
2,0,0,1,0,2,7.178418495752458
1,0,0,1,0,2,0.91183944923328
0,0,0,1,0,2,1.8502026121465087
2,2,0,1,0,2,0.7322623666306077
1,2,0,1,0,2,0.093015712789356
0,2,0,1,0,2,0.18873707966708872
2,0,2,0,2,2,6.239994596021919
