doors,class,buying,maint,safety,persons,repaired_weights
2,0,2,2,2,1,9.001759405483208
2,2,2,0,2,0,8.001611036378955
2,0,1,0,2,2,8.149744218079357
1,0,1,0,2,2,1.8403983026985242
2,2,1,0,2,2,0.8192618847501246
1,2,1,0,2,2,0.18500803728476495
2,1,2,1,0,1,4.4986523990675575
3,1,2,1,0,1,0.4999606781732183
2,3,2,1,0,1,4.4977223428187525
3,3,2,1,0,1,0.49985731576340253
2,2,3,1,0,0,12.002173240179932
2,0,0,0,2,1,3.111551494703658
1,0,0,0,2,1,0.8872046687714866
2,2,0,0,2,1,3.9022954721340244
1,2,0,0,2,1,1.1126715298449115
2,2,2,3,1,1,5.001124418277051
2,0,2,1,2,1,4.517514644208848
1,0,2,1,2,1,0.5029274920050054
2,1,2,1,2,1,4.461886128850978
1,1,2,1,2,1,0.4967344606777555
2,2,0,2,1,1,10.001902206989437
2,2,3,2,2,0,7.001456400234809
1,2,3,2,2,0,1.000305373180902
2,2,3,3,1,2,10.001902206989437
1,2,3,3,1,2,1.000305373180902
2,0,3,1,2,1,4.4981599307388445
0,0,3,1,2,1,0.44660918518408166
2,2,3,1,2,1,5.534810647583365
0,2,3,1,2,1,0.5495352125150795
2,2,2,1,1,0,8.001611036378955
1,2,2,1,1,0,2.0005414148701157
2,0,1,1,2,2,1.3270793310204367
1,0,1,1,2,2,0.22229666988585645
0,0,1,1,2,2,0.4402917438822219
2,2,1,1,2,2,0.6718090541326085
1,2,1,1,2,2,0.11253352534547623
0,2,1,1,2,2,0.22288944834403204
2,1,1,1,2,2,4.024815168809426
1,1,1,1,2,2,0.6741895439245889
0,1,1,1,2,2,1.3353330490921735
2,0,1,3,2,1,5.537113494003147
1,0,1,3,2,1,0.5034443297895256
2,2,1,3,2,1,5.462632509253251
1,2,1,3,2,1,0.4966723845350019
2,0,0,1,0,2,8.145028996518304
1,0,0,1,0,2,1.83931934962779
2,2,0,1,0,2,0.8191930534861245
1,2,0,1,0,2,0.18499107062746914
2,0,2,0,2,2,7.001456400234809
2,2,2,0,2,2,3.00075128949178
2,2,3,0,2,2,10.001902206989437
1,2,3,0,2,2,1.000305373180902
2,2,3,2,1,2,8.004676536203897
1,2,3,2,1,2,2.0005408754642744
2,0,3,2,2,1,6.001294595932919
2,2,3,2,2,1,4.000944177554495
2,0,1,3,2,2,5.001124418277051
2,2,1,3,2,2,2.000541414870116
2,2,0,3,2,0,9.001759405483208
1,2,0,3,2,0,3.00075128949178
2,0,0,2,2,1,4.911206661206764
1,0,0,2,2,1,1.0896290187560789
2,2,0,2,2,1,4.09227112004393
1,2,0,2,2,1,0.9079351924322492
2,2,1,3,1,1,11.002039999656546
1,2,1,3,1,1,1.000305373180902
2,2,0,1,1,2,10.001902206989437
1,2,0,1,1,2,2.0005412715285686
2,0,2,3,0,1,6.00129459593292
1,0,2,3,0,1,2.0005414148701157
0,0,2,3,0,1,1.0003053738437482
2,2,2,0,1,1,9.001759405483208
3,2,2,0,1,1,1.000305373180902
2,2,1,2,2,0,7.001456400234809
1,2,1,2,2,0,1.0003053731809022
2,2,3,2,1,0,8.001611036378955
1,2,3,2,1,0,2.0005414148701157
2,0,0,2,0,1,8.001611036378955
1,0,0,2,0,1,2.000541414926486
0,0,0,2,0,1,1.0061229684032449
2,0,2,3,2,2,3.882814530542343
1,0,2,3,2,2,1.1119601763960574
2,2,2,3,2,2,3.1083599100318002
1,2,2,3,2,2,0.8901719118112542
2,0,2,1,2,2,2.913585930625927
1,0,2,1,2,2,1.0951892230280773
2,2,2,1,2,2,0.7292034118175872
1,2,2,1,2,2,0.274100622749218
2,1,2,1,2,2,4.335956430008385
1,1,2,1,2,2,1.629844757193866
2,2,1,1,1,1,7.001456400234809
1,2,1,1,1,1,1.000305373180902
2,0,2,3,0,2,6.190355163538849
1,0,2,3,0,2,1.795951147723586
2,2,2,3,0,2,0.7776853859968178
1,2,2,3,0,2,0.2256227509812862
2,2,1,3,1,2,8.001611036378955
1,2,1,3,1,2,1.0003053069444319
2,2,2,0,0,0,10.001902206989437
2,0,2,0,0,1,11.002039999656546
2,2,2,1,1,1,9.001759405483208
1,2,2,1,1,1,1.000305373180902
2,2,0,3,1,1,8.001611036378955
1,2,0,3,1,1,1.000305373180902
2,2,1,2,0,0,8.001611036378955
1,2,1,2,0,0,2.0005414148701157
2,0,1,2,2,2,2.9137064974723645
1,0,1,2,2,2,1.0953805553720086
2,2,1,2,2,2,0.7294230014354588
1,2,1,2,2,2,0.27421971743091417
2,1,1,2,2,2,4.337263349741696
1,1,1,2,2,2,1.6305533659468316
2,2,3,0,1,2,9.001759405483208
1,2,3,0,1,2,2.000541120881148
2,2,3,0,0,1,10.001902206989437
1,2,3,0,0,1,1.0003052260290892
2,2,2,2,1,0,7.001456400234809
2,2,3,3,2,1,10.001902206989437
2,2,1,2,1,0,9.001759405483208
1,2,1,2,1,0,1.000305373180902
2,0,1,0,0,2,3.1910167300391805
1,0,1,0,0,2,0.3973812656491181
3,0,1,0,0,2,0.39943322693535044
2,2,1,0,0,2,0.8068052439044473
1,2,1,0,0,2,0.10047245629801452
3,2,1,0,0,2,0.10099126684213873
2,3,1,0,0,2,4.011933243865425
1,3,1,0,0,2,0.49961101586811163
3,3,1,0,0,2,0.5021908618532059
2,0,1,2,2,1,4.397816904881674
1,0,1,2,2,1,0.6252381572571408
2,1,1,2,2,1,2.6002143456990616
1,1,1,2,2,1,0.3696727856436773
2,2,1,1,1,2,10.001902206989438
1,2,1,1,1,2,1.000305339293399
3,2,1,1,1,2,1.0003053658221812
2,0,0,0,0,1,8.001611036378955
0,0,0,0,0,1,1.000305373180902
2,2,0,3,0,0,7.001456400234809
1,2,0,3,0,0,1.000305373180902
3,2,0,3,0,0,1.000305373180902
2,0,3,1,0,1,4.0009441713848535
1,0,3,1,0,1,5.001124418277051
2,0,3,1,0,2,6.223123947219498
1,0,3,1,0,2,1.806168556896977
0,0,3,1,0,2,0.9138459675749526
2,2,3,1,0,2,0.705064250974073
1,2,3,1,0,2,0.20463434305699083
0,2,3,1,0,2,0.10353644376981988
2,2,1,1,0,2,0.8263931151736197
3,2,1,1,0,2,0.18465429145572868
2,1,1,1,0,2,2.4594095278191994
3,1,1,1,0,2,0.5495453863546654
2,3,1,1,0,2,5.712548812669454
3,3,1,1,0,2,1.276446565250154
2,2,0,3,1,2,11.002039999656546
2,2,3,3,0,0,10.001902206989437
2,2,2,1,1,2,10.001902206989437
2,2,2,2,1,1,9.001759405483208
2,2,2,1,0,2,0.8993155112984246
3,2,2,1,0,2,0.1126779712954346
2,1,2,1,0,2,2.6778546175291145
3,1,2,1,0,2,0.3355165366731523
2,3,2,1,0,2,4.42837959500045
3,3,2,1,0,2,0.5548451267901789
2,0,0,2,0,2,5.3932063519923545
1,0,0,2,0,2,3.653682425524692
0,0,0,2,0,2,0.9285094062947074
2,2,0,2,0,2,0.5437477155279443
1,2,0,2,0,2,0.36836741308993887
0,2,0,2,0,2,0.09361311909240123
2,2,3,3,1,1,8.001611036378955
2,2,1,0,1,1,5.001124418277051
1,2,1,0,1,1,1.000305373180902
2,2,2,0,1,0,6.00129459593292
1,2,2,0,1,0,2.0005414148701157
2,0,0,0,0,2,9.001759405374452
2,2,0,0,0,2,1.000305373180902
2,0,0,0,2,2,4.864626564600681
1,0,0,0,2,2,1.0829781706109305
2,2,0,0,2,2,4.137919626969906
1,2,0,0,2,2,0.9211964306490983
2,0,0,1,0,1,7.001456400234809
1,0,0,1,0,1,1.0003053731809022
0,0,0,1,0,1,1.0003053732230436
2,2,1,2,1,1,9.001759405483208
1,2,1,2,1,1,1.000305373180902
2,2,2,1,2,0,9.001759405483208
2,2,3,1,1,0,10.001902206989437
1,2,3,1,1,0,2.0005414148701157
2,0,2,0,0,2,7.130228854153421
1,0,2,0,0,2,0.9053995997528071
0,0,2,0,0,2,0.9106839482274015
2,2,2,0,0,2,0.8061531724854174
1,2,2,0,0,2,0.1023656848380939
0,2,2,0,0,2,0.10296314031595435
2,2,3,3,1,0,8.001611036378955
1,2,3,3,1,0,1.000305373180902
2,2,2,1,0,0,7.001456400234809
1,2,2,1,0,0,1.000305373180902
2,2,1,1,2,0,10.001902206989437
2,2,0,0,1,1,8.001611036378955
2,0,3,2,0,2,6.223017618498579
1,0,3,2,0,2,1.8061436757648053
0,0,3,2,0,2,0.9140233631497804
2,2,3,2,0,2,0.7043176654197213
1,2,3,2,0,2,0.20441833449833294
0,2,3,2,0,2,0.1034486547746679
2,1,1,2,0,1,5.452875526657438
3,1,1,2,0,1,0.5444366842897592
2,3,1,2,0,1,4.543585845533959
3,3,1,2,0,1,0.4536496020192015
2,0,1,1,2,1,3.000751173898843
1,0,1,1,2,1,1.0003053400013522
2,1,1,1,2,1,3.000751285476731
1,1,1,1,2,1,1.0003053771960249
2,0,1,0,2,1,8.001611036378955
2,2,3,3,0,2,8.004676536203897
3,2,3,3,0,2,1.0003053731809022
2,0,2,2,2,2,6.062983973363135
1,0,2,2,2,2,0.8788179206487982
2,2,2,2,2,2,0.8814858008038187
1,2,2,2,2,2,0.12776967940988074
2,0,1,3,0,2,6.114285507198226
1,0,1,3,0,2,0.8864819010562542
2,2,1,3,0,2,0.8818408631968382
1,2,1,3,0,2,0.12785401727078316
2,2,0,1,1,1,9.001759405483208
1,2,0,1,1,1,1.0003053731809017
2,2,1,3,2,0,4.000944171562244
1,2,1,3,2,0,3.00075128949178
2,0,2,2,0,2,3.601616892562692
0,0,2,2,0,2,0.3569015449021838
2,2,2,2,0,2,0.9216016817680809
0,2,2,2,0,2,0.09132594437978618
2,3,2,2,0,2,5.493610226957168
0,3,2,2,0,2,0.5443882665977696
2,2,2,2,0,0,5.001124418277051
1,2,2,2,0,0,2.0005414148701157
2,2,1,2,0,2,0.7323718716015879
1,2,1,2,0,2,0.09115379600907503
3,2,1,2,0,2,0.18365945664863362
2,1,1,2,0,2,2.9059023231160928
1,1,1,2,0,2,0.36167968467215933
3,1,1,2,0,2,0.7287232926769692
2,3,1,2,0,2,4.376519696624421
1,3,1,2,0,2,0.5447183311169327
